sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
105	1629793545.066	1629793647.326	2021-08-24T08:25:45.066	2021-08-24T08:27:27.326	sonar\sonar_0105.mp4	sonar\sonar_0105.txt	0	camera\cam1_0105.mp4	camera\cam1_0105.txt	camera\cam2_0105.mp4	camera\cam2_0105.txt
106	1629794532.287	1629794641.457	2021-08-24T08:42:12.287	2021-08-24T08:44:01.457	sonar\sonar_0106.mp4	sonar\sonar_0106.txt	0	camera\cam1_0106.mp4	camera\cam1_0106.txt	camera\cam2_0106.mp4	camera\cam2_0106.txt
107	1629795486.819	1629795906.539	2021-08-24T08:58:06.819	2021-08-24T09:05:06.539	sonar\sonar_0107.mp4	sonar\sonar_0107.txt	0	camera\cam1_0107.mp4	camera\cam1_0107.txt	camera\cam2_0107.mp4	camera\cam2_0107.txt
108	1629795959.939	1629796049.269	2021-08-24T09:05:59.939	2021-08-24T09:07:29.269	sonar\sonar_0108.mp4	sonar\sonar_0108.txt	0	camera\cam1_0108.mp4	camera\cam1_0108.txt	camera\cam2_0108.mp4	camera\cam2_0108.txt
109	1629796061.09	1629796169.73	2021-08-24T09:07:41.090	2021-08-24T09:09:29.730	sonar\sonar_0109.mp4	sonar\sonar_0109.txt	0	camera\cam1_0109.mp4	camera\cam1_0109.txt	camera\cam2_0109.mp4	camera\cam2_0109.txt
110	1629796269.98	1629796376.67	2021-08-24T09:11:09.980	2021-08-24T09:12:56.670	sonar\sonar_0110.mp4	sonar\sonar_0110.txt	0	camera\cam1_0110.mp4	camera\cam1_0110.txt	camera\cam2_0110.mp4	camera\cam2_0110.txt
111	1629796409.07	1629796613.09	2021-08-24T09:13:29.070	2021-08-24T09:16:53.090	sonar\sonar_0111.mp4	sonar\sonar_0111.txt	0	camera\cam1_0111.mp4	camera\cam1_0111.txt	camera\cam2_0111.mp4	camera\cam2_0111.txt
112	1629797560.355	1629798294.396	2021-08-24T09:32:40.355	2021-08-24T09:44:54.396	sonar\sonar_0112.mp4	sonar\sonar_0112.txt	2297	camera\cam1_0112.mp4	camera\cam1_0112.txt	camera\cam2_0112.mp4	camera\cam2_0112.txt
113	1629799928.258	1629800599.959	2021-08-24T10:12:08.258	2021-08-24T10:23:19.959	sonar\sonar_0113.mp4	sonar\sonar_0113.txt	0	camera\cam1_0113.mp4	camera\cam1_0113.txt	camera\cam2_0113.mp4	camera\cam2_0113.txt
114	1629800688.439	1629800919.989	2021-08-24T10:24:48.439	2021-08-24T10:28:39.989	sonar\sonar_0114.mp4	sonar\sonar_0114.txt	0	camera\cam1_0114.mp4	camera\cam1_0114.txt	camera\cam2_0114.mp4	camera\cam2_0114.txt
115	1629801367.7	1629801507.97	2021-08-24T10:36:07.700	2021-08-24T10:38:27.970	sonar\sonar_0115.mp4	sonar\sonar_0115.txt	0	camera\cam1_0115.mp4	camera\cam1_0115.txt	camera\cam2_0115.mp4	camera\cam2_0115.txt
116	1629801590.43	1629801818.151	2021-08-24T10:39:50.430	2021-08-24T10:43:38.151	sonar\sonar_0116.mp4	sonar\sonar_0116.txt	0	camera\cam1_0116.mp4	camera\cam1_0116.txt	camera\cam2_0116.mp4	camera\cam2_0116.txt
117	1629801948.391	1629802037.201	2021-08-24T10:45:48.391	2021-08-24T10:47:17.201	sonar\sonar_0117.mp4	sonar\sonar_0117.txt	0	camera\cam1_0117.mp4	camera\cam1_0117.txt	camera\cam2_0117.mp4	camera\cam2_0117.txt
118	1629802037.801	1629802364.401	2021-08-24T10:47:17.801	2021-08-24T10:52:44.401	sonar\sonar_0118.mp4	sonar\sonar_0118.txt	0	camera\cam1_0118.mp4	camera\cam1_0118.txt	camera\cam2_0118.mp4	camera\cam2_0118.txt
119	1629802489.952	1629802589.352	2021-08-24T10:54:49.952	2021-08-24T10:56:29.352	sonar\sonar_0119.mp4	sonar\sonar_0119.txt	0	camera\cam1_0119.mp4	camera\cam1_0119.txt	camera\cam2_0119.mp4	camera\cam2_0119.txt
120	1629803017.122	1629803155.702	2021-08-24T11:03:37.122	2021-08-24T11:05:55.702	sonar\sonar_0120.mp4	sonar\sonar_0120.txt	0	camera\cam1_0120.mp4	camera\cam1_0120.txt	camera\cam2_0120.mp4	camera\cam2_0120.txt
121	1629803328.023	1629803438.763	2021-08-24T11:08:48.023	2021-08-24T11:10:38.763	sonar\sonar_0121.mp4	sonar\sonar_0121.txt	0	camera\cam1_0121.mp4	camera\cam1_0121.txt	camera\cam2_0121.mp4	camera\cam2_0121.txt
122	1629803797.793	1629803928.484	2021-08-24T11:16:37.793	2021-08-24T11:18:48.484	sonar\sonar_0122.mp4	sonar\sonar_0122.txt	0	camera\cam1_0122.mp4	camera\cam1_0122.txt	camera\cam2_0122.mp4	camera\cam2_0122.txt
123	1629803949.484	1629804034.814	2021-08-24T11:19:09.484	2021-08-24T11:20:34.814	sonar\sonar_0123.mp4	sonar\sonar_0123.txt	0	camera\cam1_0123.mp4	camera\cam1_0123.txt	camera\cam2_0123.mp4	camera\cam2_0123.txt
124	1629804189.144	1629804368.984	2021-08-24T11:23:09.144	2021-08-24T11:26:08.984	sonar\sonar_0124.mp4	sonar\sonar_0124.txt	0	camera\cam1_0124.mp4	camera\cam1_0124.txt	camera\cam2_0124.mp4	camera\cam2_0124.txt
125	1629804371.804	1629804458.244	2021-08-24T11:26:11.804	2021-08-24T11:27:38.244	sonar\sonar_0125.mp4	sonar\sonar_0125.txt	0	camera\cam1_0125.mp4	camera\cam1_0125.txt	camera\cam2_0125.mp4	camera\cam2_0125.txt
126	1629804598.395	1629804893.135	2021-08-24T11:29:58.395	2021-08-24T11:34:53.135	sonar\sonar_0126.mp4	sonar\sonar_0126.txt	0	camera\cam1_0126.mp4	camera\cam1_0126.txt	camera\cam2_0126.mp4	camera\cam2_0126.txt
127	1629805225.005	1629805310.906	2021-08-24T11:40:25.005	2021-08-24T11:41:50.906	sonar\sonar_0127.mp4	sonar\sonar_0127.txt	0	camera\cam1_0127.mp4	camera\cam1_0127.txt	camera\cam2_0127.mp4	camera\cam2_0127.txt
128	1629805536.026	1629805819.766	2021-08-24T11:45:36.026	2021-08-24T11:50:19.766	sonar\sonar_0128.mp4	sonar\sonar_0128.txt	0	camera\cam1_0128.mp4	camera\cam1_0128.txt	camera\cam2_0128.mp4	camera\cam2_0128.txt
129	1629805849.936	1629805965.166	2021-08-24T11:50:49.936	2021-08-24T11:52:45.166	sonar\sonar_0129.mp4	sonar\sonar_0129.txt	0	camera\cam1_0129.mp4	camera\cam1_0129.txt	camera\cam2_0129.mp4	camera\cam2_0129.txt
130	1629806304.397	1629806462.177	2021-08-24T11:58:24.397	2021-08-24T12:01:02.177	sonar\sonar_0130.mp4	sonar\sonar_0130.txt	0	camera\cam1_0130.mp4	camera\cam1_0130.txt	camera\cam2_0130.mp4	camera\cam2_0130.txt
131	1629806588.164	1629806747.334	2021-08-24T12:03:08.164	2021-08-24T12:05:47.334	sonar\sonar_0131.mp4	sonar\sonar_0131.txt	0	camera\cam1_0131.mp4	camera\cam1_0131.txt	camera\cam2_0131.mp4	camera\cam2_0131.txt
132	1629806866.954	1629807018.964	2021-08-24T12:07:46.954	2021-08-24T12:10:18.964	sonar\sonar_0132.mp4	sonar\sonar_0132.txt	0	camera\cam1_0132.mp4	camera\cam1_0132.txt	camera\cam2_0132.mp4	camera\cam2_0132.txt
133	1629807112.284	1629807231.084	2021-08-24T12:11:52.284	2021-08-24T12:13:51.084	sonar\sonar_0133.mp4	sonar\sonar_0133.txt	0	camera\cam1_0133.mp4	camera\cam1_0133.txt	camera\cam2_0133.mp4	camera\cam2_0133.txt
134	1629807266.795	1629807353.635	2021-08-24T12:14:26.795	2021-08-24T12:15:53.635	sonar\sonar_0134.mp4	sonar\sonar_0134.txt	0	camera\cam1_0134.mp4	camera\cam1_0134.txt	camera\cam2_0134.mp4	camera\cam2_0134.txt
135	1629807369.405	1629807575.995	2021-08-24T12:16:09.405	2021-08-24T12:19:35.995	sonar\sonar_0135.mp4	sonar\sonar_0135.txt	0	camera\cam1_0135.mp4	camera\cam1_0135.txt	camera\cam2_0135.mp4	camera\cam2_0135.txt
136	1629807659.485	1629807819.985	2021-08-24T12:20:59.485	2021-08-24T12:23:39.985	sonar\sonar_0136.mp4	sonar\sonar_0136.txt	0	camera\cam1_0136.mp4	camera\cam1_0136.txt	camera\cam2_0136.mp4	camera\cam2_0136.txt
137	1629807848.635	1629807939.675	2021-08-24T12:24:08.635	2021-08-24T12:25:39.675	sonar\sonar_0137.mp4	sonar\sonar_0137.txt	0	camera\cam1_0137.mp4	camera\cam1_0137.txt	camera\cam2_0137.mp4	camera\cam2_0137.txt
138	1629808199.946	1629808339.686	2021-08-24T12:29:59.946	2021-08-24T12:32:19.686	sonar\sonar_0138.mp4	sonar\sonar_0138.txt	0	camera\cam1_0138.mp4	camera\cam1_0138.txt	camera\cam2_0138.mp4	camera\cam2_0138.txt
139	1629808496.496	1629808603.156	2021-08-24T12:34:56.496	2021-08-24T12:36:43.156	sonar\sonar_0139.mp4	sonar\sonar_0139.txt	0	camera\cam1_0139.mp4	camera\cam1_0139.txt	camera\cam2_0139.mp4	camera\cam2_0139.txt
140	1629808677.877	1629808908.077	2021-08-24T12:37:57.877	2021-08-24T12:41:48.077	sonar\sonar_0140.mp4	sonar\sonar_0140.txt	0	camera\cam1_0140.mp4	camera\cam1_0140.txt	camera\cam2_0140.mp4	camera\cam2_0140.txt
141	1629809022.397	1629809171.797	2021-08-24T12:43:42.397	2021-08-24T12:46:11.797	sonar\sonar_0141.mp4	sonar\sonar_0141.txt	0	camera\cam1_0141.mp4	camera\cam1_0141.txt	camera\cam2_0141.mp4	camera\cam2_0141.txt
142	1629809280.437	1629809833.598	2021-08-24T12:48:00.437	2021-08-24T12:57:13.598	sonar\sonar_0142.mp4	sonar\sonar_0142.txt	0	camera\cam1_0142.mp4	camera\cam1_0142.txt	camera\cam2_0142.mp4	camera\cam2_0142.txt
143	1629810033.258	1629810247.179	2021-08-24T13:00:33.258	2021-08-24T13:04:07.179	sonar\sonar_0143.mp4	sonar\sonar_0143.txt	0	camera\cam1_0143.mp4	camera\cam1_0143.txt	camera\cam2_0143.mp4	camera\cam2_0143.txt
144	1629810283.079	1629810440.239	2021-08-24T13:04:43.079	2021-08-24T13:07:20.239	sonar\sonar_0144.mp4	sonar\sonar_0144.txt	0	camera\cam1_0144.mp4	camera\cam1_0144.txt	camera\cam2_0144.mp4	camera\cam2_0144.txt
145	1629810491.779	1629810700.429	2021-08-24T13:08:11.779	2021-08-24T13:11:40.429	sonar\sonar_0145.mp4	sonar\sonar_0145.txt	0	camera\cam1_0145.mp4	camera\cam1_0145.txt	camera\cam2_0145.mp4	camera\cam2_0145.txt
146	1629811322.31	1629811455.77	2021-08-24T13:22:02.310	2021-08-24T13:24:15.770	sonar\sonar_0146.mp4	sonar\sonar_0146.txt	0	camera\cam1_0146.mp4	camera\cam1_0146.txt	camera\cam2_0146.mp4	camera\cam2_0146.txt
147	1629811554.681	1629811656.321	2021-08-24T13:25:54.681	2021-08-24T13:27:36.321	sonar\sonar_0147.mp4	sonar\sonar_0147.txt	0	camera\cam1_0147.mp4	camera\cam1_0147.txt	camera\cam2_0147.mp4	camera\cam2_0147.txt
148	1629811693.771	1629811811.181	2021-08-24T13:28:13.771	2021-08-24T13:30:11.181	sonar\sonar_0148.mp4	sonar\sonar_0148.txt	0	camera\cam1_0148.mp4	camera\cam1_0148.txt	camera\cam2_0148.mp4	camera\cam2_0148.txt
149	1629812537.542	1629812818.862	2021-08-24T13:42:17.542	2021-08-24T13:46:58.862	sonar\sonar_0149.mp4	sonar\sonar_0149.txt	0	camera\cam1_0149.mp4	camera\cam1_0149.txt	camera\cam2_0149.mp4	camera\cam2_0149.txt
150	1629812854.822	1629813147.133	2021-08-24T13:47:34.822	2021-08-24T13:52:27.133	sonar\sonar_0150.mp4	sonar\sonar_0150.txt	386	camera\cam1_0150.mp4	camera\cam1_0150.txt	camera\cam2_0150.mp4	camera\cam2_0150.txt
151	1629813204.263	1629813677.854	2021-08-24T13:53:24.263	2021-08-24T14:01:17.854	sonar\sonar_0151.mp4	sonar\sonar_0151.txt	0	camera\cam1_0151.mp4	camera\cam1_0151.txt	camera\cam2_0151.mp4	camera\cam2_0151.txt
152	1629813682.294	1629814076.424	2021-08-24T14:01:22.294	2021-08-24T14:07:56.424	sonar\sonar_0152.mp4	sonar\sonar_0152.txt	0	camera\cam1_0152.mp4	camera\cam1_0152.txt	camera\cam2_0152.mp4	camera\cam2_0152.txt
153	1629814080.174	1629814991.075	2021-08-24T14:08:00.174	2021-08-24T14:23:11.075	sonar\sonar_0153.mp4	sonar\sonar_0153.txt	3358	camera\cam1_0153.mp4	camera\cam1_0153.txt	camera\cam2_0153.mp4	camera\cam2_0153.txt
154	1629815015.155	1629815232.766	2021-08-24T14:23:35.155	2021-08-24T14:27:12.766	sonar\sonar_0154.mp4	sonar\sonar_0154.txt	0	camera\cam1_0154.mp4	camera\cam1_0154.txt	camera\cam2_0154.mp4	camera\cam2_0154.txt
155	1629815352.366	1629816049.717	2021-08-24T14:29:12.366	2021-08-24T14:40:49.717	sonar\sonar_0155.mp4	sonar\sonar_0155.txt	0	camera\cam1_0155.mp4	camera\cam1_0155.txt	camera\cam2_0155.mp4	camera\cam2_0155.txt
156	1629816127.617	1629816269.807	2021-08-24T14:42:07.617	2021-08-24T14:44:29.807	sonar\sonar_0156.mp4	sonar\sonar_0156.txt	0	camera\cam1_0156.mp4	camera\cam1_0156.txt	camera\cam2_0156.mp4	camera\cam2_0156.txt
157	1629816410.487	1629816729.348	2021-08-24T14:46:50.487	2021-08-24T14:52:09.348	sonar\sonar_0157.mp4	sonar\sonar_0157.txt	1143	camera\cam1_0157.mp4	camera\cam1_0157.txt	camera\cam2_0157.mp4	camera\cam2_0157.txt
158	1629816739.518	1629816881.968	2021-08-24T14:52:19.518	2021-08-24T14:54:41.968	sonar\sonar_0158.mp4	sonar\sonar_0158.txt	0	camera\cam1_0158.mp4	camera\cam1_0158.txt	camera\cam2_0158.mp4	camera\cam2_0158.txt
159	1629817065.868	1629817661.229	2021-08-24T14:57:45.868	2021-08-24T15:07:41.229	sonar\sonar_0159.mp4	sonar\sonar_0159.txt	0	camera\cam1_0159.mp4	camera\cam1_0159.txt	camera\cam2_0159.mp4	camera\cam2_0159.txt
160	1629817886.079	1629818344.4	2021-08-24T15:11:26.079	2021-08-24T15:19:04.400	sonar\sonar_0160.mp4	sonar\sonar_0160.txt	0	camera\cam1_0160.mp4	camera\cam1_0160.txt	camera\cam2_0160.mp4	camera\cam2_0160.txt
161	1629823184.177	1629823439.847	2021-08-24T16:39:44.177	2021-08-24T16:43:59.847	sonar\sonar_0161.mp4	sonar\sonar_0161.txt	0	camera\cam1_0161.mp4	camera\cam1_0161.txt	camera\cam2_0161.mp4	camera\cam2_0161.txt
162	1629824931.889	1629825018.849	2021-08-24T17:08:51.889	2021-08-24T17:10:18.849	sonar\sonar_0162.mp4	sonar\sonar_0162.txt	0	camera\cam1_0162.mp4	camera\cam1_0162.txt	camera\cam2_0162.mp4	camera\cam2_0162.txt
163	1629825059.09	1629825325.4	2021-08-24T17:10:59.090	2021-08-24T17:15:25.400	sonar\sonar_0163.mp4	sonar\sonar_0163.txt	0	camera\cam1_0163.mp4	camera\cam1_0163.txt	camera\cam2_0163.mp4	camera\cam2_0163.txt
164	1629825381.17	1629825565.43	2021-08-24T17:16:21.170	2021-08-24T17:19:25.430	sonar\sonar_0164.mp4	sonar\sonar_0164.txt	0	camera\cam1_0164.mp4	camera\cam1_0164.txt	camera\cam2_0164.mp4	camera\cam2_0164.txt
165	1629825590.12	1629826357.631	2021-08-24T17:19:50.120	2021-08-24T17:32:37.631	sonar\sonar_0165.mp4	sonar\sonar_0165.txt	1705	camera\cam1_0165.mp4	camera\cam1_0165.txt	camera\cam2_0165.mp4	camera\cam2_0165.txt
166	1629826469.491	1629826609.872	2021-08-24T17:34:29.491	2021-08-24T17:36:49.872	sonar\sonar_0166.mp4	sonar\sonar_0166.txt	0	camera\cam1_0166.mp4	camera\cam1_0166.txt	camera\cam2_0166.mp4	camera\cam2_0166.txt
167	1629827593.353	1629827760.013	2021-08-24T17:53:13.353	2021-08-24T17:56:00.013	sonar\sonar_0167.mp4	sonar\sonar_0167.txt	0	camera\cam1_0167.mp4	camera\cam1_0167.txt	camera\cam2_0167.mp4	camera\cam2_0167.txt
168	1629827921.934	1629828027.384	2021-08-24T17:58:41.934	2021-08-24T18:00:27.384	sonar\sonar_0168.mp4	sonar\sonar_0168.txt	0	camera\cam1_0168.mp4	camera\cam1_0168.txt	camera\cam2_0168.mp4	camera\cam2_0168.txt
169	1629828203.724	1629828589.724	2021-08-24T18:03:23.724	2021-08-24T18:09:49.724	sonar\sonar_0169.mp4	sonar\sonar_0169.txt	0	camera\cam1_0169.mp4	camera\cam1_0169.txt	camera\cam2_0169.mp4	camera\cam2_0169.txt
170	1629828653.815	1629828807.635	2021-08-24T18:10:53.815	2021-08-24T18:13:27.635	sonar\sonar_0170.mp4	sonar\sonar_0170.txt	0	camera\cam1_0170.mp4	camera\cam1_0170.txt	camera\cam2_0170.mp4	camera\cam2_0170.txt
171	1629829241.185	1629829443.626	2021-08-24T18:20:41.185	2021-08-24T18:24:03.626	sonar\sonar_0171.mp4	sonar\sonar_0171.txt	0	camera\cam1_0171.mp4	camera\cam1_0171.txt	camera\cam2_0171.mp4	camera\cam2_0171.txt
172	1629829720.546	1629829805.836	2021-08-24T18:28:40.546	2021-08-24T18:30:05.836	sonar\sonar_0172.mp4	sonar\sonar_0172.txt	0	camera\cam1_0172.mp4	camera\cam1_0172.txt	camera\cam2_0172.mp4	camera\cam2_0172.txt
173	1629830415.477	1629830799.407	2021-08-24T18:40:15.477	2021-08-24T18:46:39.407	sonar\sonar_0173.mp4	sonar\sonar_0173.txt	0	camera\cam1_0173.mp4	camera\cam1_0173.txt	camera\cam2_0173.mp4	camera\cam2_0173.txt
174	1629831132.418	1629831246.718	2021-08-24T18:52:12.418	2021-08-24T18:54:06.718	sonar\sonar_0174.mp4	sonar\sonar_0174.txt	0	camera\cam1_0174.mp4	camera\cam1_0174.txt	camera\cam2_0174.mp4	camera\cam2_0174.txt
175	1629831324.088	1629831416.418	2021-08-24T18:55:24.088	2021-08-24T18:56:56.418	sonar\sonar_0175.mp4	sonar\sonar_0175.txt	0	camera\cam1_0175.mp4	camera\cam1_0175.txt	camera\cam2_0175.mp4	camera\cam2_0175.txt
176	1629864409.504	1629864495.634	2021-08-25T04:06:49.504	2021-08-25T04:08:15.634	sonar\sonar_0176.mp4	sonar\sonar_0176.txt	0	camera\cam1_0176.mp4	camera\cam1_0176.txt	camera\cam2_0176.mp4	camera\cam2_0176.txt
177	1629867015.908	1629867093.968	2021-08-25T04:50:15.908	2021-08-25T04:51:33.968	sonar\sonar_0177.mp4	sonar\sonar_0177.txt	0	camera\cam1_0177.mp4	camera\cam1_0177.txt	camera\cam2_0177.mp4	camera\cam2_0177.txt
178	1629867099.458	1629867279.798	2021-08-25T04:51:39.458	2021-08-25T04:54:39.798	sonar\sonar_0178.mp4	sonar\sonar_0178.txt	0	camera\cam1_0178.mp4	camera\cam1_0178.txt	camera\cam2_0178.mp4	camera\cam2_0178.txt
179	1629879882.114	1629879992.285	2021-08-25T08:24:42.114	2021-08-25T08:26:32.285	sonar\sonar_0179.mp4	sonar\sonar_0179.txt	95	camera\cam1_0179.mp4	camera\cam1_0179.txt	camera\cam2_0179.mp4	camera\cam2_0179.txt
180	1629880022.775	1629880099.155	2021-08-25T08:27:02.775	2021-08-25T08:28:19.155	sonar\sonar_0180.mp4	sonar\sonar_0180.txt	0	camera\cam1_0180.mp4	camera\cam1_0180.txt	camera\cam2_0180.mp4	camera\cam2_0180.txt
181	1629880686.496	1629881248.616	2021-08-25T08:38:06.496	2021-08-25T08:47:28.616	sonar\sonar_0181.mp4	sonar\sonar_0181.txt	0	camera\cam1_0181.mp4	camera\cam1_0181.txt	camera\cam2_0181.mp4	camera\cam2_0181.txt
182	1629883613.12	1629883722.85	2021-08-25T09:26:53.120	2021-08-25T09:28:42.850	sonar\sonar_0182.mp4	sonar\sonar_0182.txt	46	camera\cam1_0182.mp4	camera\cam1_0182.txt	camera\cam2_0182.mp4	camera\cam2_0182.txt
183	1629884346.911	1629884422.771	2021-08-25T09:39:06.911	2021-08-25T09:40:22.771	sonar\sonar_0183.mp4	sonar\sonar_0183.txt	0	camera\cam1_0183.mp4	camera\cam1_0183.txt	camera\cam2_0183.mp4	camera\cam2_0183.txt
184	1629884743.481	1629884860.241	2021-08-25T09:45:43.481	2021-08-25T09:47:40.241	sonar\sonar_0184.mp4	sonar\sonar_0184.txt	0	camera\cam1_0184.mp4	camera\cam1_0184.txt	camera\cam2_0184.mp4	camera\cam2_0184.txt
185	1629885234.532	1629885332.952	2021-08-25T09:53:54.532	2021-08-25T09:55:32.952	sonar\sonar_0185.mp4	sonar\sonar_0185.txt	0	camera\cam1_0185.mp4	camera\cam1_0185.txt	camera\cam2_0185.mp4	camera\cam2_0185.txt
186	1629886286.043	1629886367.143	2021-08-25T10:11:26.043	2021-08-25T10:12:47.143	sonar\sonar_0186.mp4	sonar\sonar_0186.txt	0	camera\cam1_0186.mp4	camera\cam1_0186.txt	camera\cam2_0186.mp4	camera\cam2_0186.txt
187	1629887476.955	1629887591.305	2021-08-25T10:31:16.955	2021-08-25T10:33:11.305	sonar\sonar_0187.mp4	sonar\sonar_0187.txt	0	camera\cam1_0187.mp4	camera\cam1_0187.txt	camera\cam2_0187.mp4	camera\cam2_0187.txt
188	1629888441.456	1629888598.707	2021-08-25T10:47:21.456	2021-08-25T10:49:58.707	sonar\sonar_0188.mp4	sonar\sonar_0188.txt	0	camera\cam1_0188.mp4	camera\cam1_0188.txt	camera\cam2_0188.mp4	camera\cam2_0188.txt
189	1629889364.148	1629889439.258	2021-08-25T11:02:44.148	2021-08-25T11:03:59.258	sonar\sonar_0189.mp4	sonar\sonar_0189.txt	0	camera\cam1_0189.mp4	camera\cam1_0189.txt	camera\cam2_0189.mp4	camera\cam2_0189.txt
190	1629889475.148	1629889823.108	2021-08-25T11:04:35.148	2021-08-25T11:10:23.108	sonar\sonar_0190.mp4	sonar\sonar_0190.txt	0	camera\cam1_0190.mp4	camera\cam1_0190.txt	camera\cam2_0190.mp4	camera\cam2_0190.txt
191	1629889859.958	1629889935.968	2021-08-25T11:10:59.958	2021-08-25T11:12:15.968	sonar\sonar_0191.mp4	sonar\sonar_0191.txt	0	camera\cam1_0191.mp4	camera\cam1_0191.txt	camera\cam2_0191.mp4	camera\cam2_0191.txt
192	1629891238.29	1629891319.57	2021-08-25T11:33:58.290	2021-08-25T11:35:19.570	sonar\sonar_0192.mp4	sonar\sonar_0192.txt	0	camera\cam1_0192.mp4	camera\cam1_0192.txt	camera\cam2_0192.mp4	camera\cam2_0192.txt
193	1629891756.381	1629891833.381	2021-08-25T11:42:36.381	2021-08-25T11:43:53.381	sonar\sonar_0193.mp4	sonar\sonar_0193.txt	0	camera\cam1_0193.mp4	camera\cam1_0193.txt	camera\cam2_0193.mp4	camera\cam2_0193.txt
194	1629891879.791	1629891993.001	2021-08-25T11:44:39.791	2021-08-25T11:46:33.001	sonar\sonar_0194.mp4	sonar\sonar_0194.txt	0	camera\cam1_0194.mp4	camera\cam1_0194.txt	camera\cam2_0194.mp4	camera\cam2_0194.txt
195	1629892001.331	1629892087.351	2021-08-25T11:46:41.331	2021-08-25T11:48:07.351	sonar\sonar_0195.mp4	sonar\sonar_0195.txt	0	camera\cam1_0195.mp4	camera\cam1_0195.txt	camera\cam2_0195.mp4	camera\cam2_0195.txt
196	1629892151.392	1629892416.702	2021-08-25T11:49:11.392	2021-08-25T11:53:36.702	sonar\sonar_0196.mp4	sonar\sonar_0196.txt	0	camera\cam1_0196.mp4	camera\cam1_0196.txt	camera\cam2_0196.mp4	camera\cam2_0196.txt
197	1629893156.133	1629893309.083	2021-08-25T12:05:56.133	2021-08-25T12:08:29.083	sonar\sonar_0197.mp4	sonar\sonar_0197.txt	0	camera\cam1_0197.mp4	camera\cam1_0197.txt	camera\cam2_0197.mp4	camera\cam2_0197.txt
198	1629894062.224	1629894189.084	2021-08-25T12:21:02.224	2021-08-25T12:23:09.084	sonar\sonar_0198.mp4	sonar\sonar_0198.txt	0	camera\cam1_0198.mp4	camera\cam1_0198.txt	camera\cam2_0198.mp4	camera\cam2_0198.txt
199	1629895391.206	1629895504.936	2021-08-25T12:43:11.206	2021-08-25T12:45:04.936	sonar\sonar_0199.mp4	sonar\sonar_0199.txt	0	camera\cam1_0199.mp4	camera\cam1_0199.txt	camera\cam2_0199.mp4	camera\cam2_0199.txt
200	1629896814.618	1629896902.248	2021-08-25T13:06:54.618	2021-08-25T13:08:22.248	sonar\sonar_0200.mp4	sonar\sonar_0200.txt	0	camera\cam1_0200.mp4	camera\cam1_0200.txt	camera\cam2_0200.mp4	camera\cam2_0200.txt
201	1629903135.867	1629903321.877	2021-08-25T14:52:15.867	2021-08-25T14:55:21.877	sonar\sonar_0201.mp4	sonar\sonar_0201.txt	0	camera\cam1_0201.mp4	camera\cam1_0201.txt	camera\cam2_0201.mp4	camera\cam2_0201.txt
202	1629909221.376	1629909742.746	2021-08-25T16:33:41.376	2021-08-25T16:42:22.746	sonar\sonar_0202.mp4	sonar\sonar_0202.txt	2061	camera\cam1_0202.mp4	camera\cam1_0202.txt	camera\cam2_0202.mp4	camera\cam2_0202.txt
203	1629909949.167	1629910074.267	2021-08-25T16:45:49.167	2021-08-25T16:47:54.267	sonar\sonar_0203.mp4	sonar\sonar_0203.txt	0	camera\cam1_0203.mp4	camera\cam1_0203.txt	camera\cam2_0203.mp4	camera\cam2_0203.txt
204	1629910717.828	1629911017.538	2021-08-25T16:58:37.828	2021-08-25T17:03:37.538	sonar\sonar_0204.mp4	sonar\sonar_0204.txt	0	camera\cam1_0204.mp4	camera\cam1_0204.txt	camera\cam2_0204.mp4	camera\cam2_0204.txt
205	1629912335.37	1629912432.09	2021-08-25T17:25:35.370	2021-08-25T17:27:12.090	sonar\sonar_0205.mp4	sonar\sonar_0205.txt	0	camera\cam1_0205.mp4	camera\cam1_0205.txt	camera\cam2_0205.mp4	camera\cam2_0205.txt
206	1629913371.601	1629913450.261	2021-08-25T17:42:51.601	2021-08-25T17:44:10.261	sonar\sonar_0206.mp4	sonar\sonar_0206.txt	73	camera\cam1_0206.mp4	camera\cam1_0206.txt	camera\cam2_0206.mp4	camera\cam2_0206.txt
207	1629913523.222	1629913917.602	2021-08-25T17:45:23.222	2021-08-25T17:51:57.602	sonar\sonar_0207.mp4	sonar\sonar_0207.txt	0	camera\cam1_0207.mp4	camera\cam1_0207.txt	camera\cam2_0207.mp4	camera\cam2_0207.txt
208	1629951374.154	1629951452.444	2021-08-26T04:16:14.154	2021-08-26T04:17:32.444	sonar\sonar_0208.mp4	sonar\sonar_0208.txt	0	camera\cam1_0208.mp4	camera\cam1_0208.txt	camera\cam2_0208.mp4	camera\cam2_0208.txt
209	1629952316.415	1629952423.775	2021-08-26T04:31:56.415	2021-08-26T04:33:43.775	sonar\sonar_0209.mp4	sonar\sonar_0209.txt	0	camera\cam1_0209.mp4	camera\cam1_0209.txt	camera\cam2_0209.mp4	camera\cam2_0209.txt
